cn,cncode,year,region,incgr,dbacba,llgdp,cbagdp,dbagdp,ofagdp,pcrdbgdp,pcrdbofgdp,bdgdp,fdgdp,bcbd,ll_usd,overhead,netintmargin,concentration,roa,roe,costinc,zscore,inslife,insnonlife,stmktcap,stvaltraded,stturnover,listco_pc,prbond,pubond,intldebt,intldebtnet,nrbloan,offdep,remit
Afghanistan,AFG,1981,South Asia,Low-income economies,15.5498,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,67.7924,206.623,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,1982,South Asia,Low-income economies,17.4424,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,56.5445,233.173,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,1983,South Asia,Low-income economies,67.63248,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,78.74012,3619.54,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,1984,South Asia,Low-income economies,10.7498,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,45.2095,275.682,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,1985,South Asia,Low-income economies,10.1709,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,60.3284,293.316,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,1986,South Asia,Low-income economies,10.5112,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,61.8657,327.126,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,1987,South Asia,Low-income economies,8.25569,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,67.6318,470.016,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,1988,South Asia,Low-income economies,8.18809,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,69.4088,606.048,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,1989,South Asia,Low-income economies,6.56274,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,67.8034,792.795,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,1990,South Asia,Low-income economies,5.71565,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,59.7264,1051.87,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,1991,South Asia,Low-income economies,67.63248,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,78.74012,3619.54,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,1992,South Asia,Low-income economies,67.63248,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,78.74012,3619.54,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,1993,South Asia,Low-income economies,67.63248,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,78.74012,3619.54,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,1994,South Asia,Low-income economies,67.63248,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,78.74012,3619.54,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,1995,South Asia,Low-income economies,67.63248,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,78.74012,3619.54,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,1996,South Asia,Low-income economies,67.63248,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,78.74012,3619.54,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,1997,South Asia,Low-income economies,67.63248,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,78.74012,3619.54,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,1998,South Asia,Low-income economies,67.63248,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,78.74012,3619.54,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,1999,South Asia,Low-income economies,67.63248,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,78.74012,3619.54,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,2000,South Asia,Low-income economies,67.63248,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,78.74012,3619.54,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,6.214132785797119,4.39015007019043,2.91073
Afghanistan,AFG,2001,South Asia,Low-income economies,67.63248,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,78.74012,3619.54,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,0.974949,4.39015007019043,2.91073
Afghanistan,AFG,2002,South Asia,Low-income economies,67.63248,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,78.74012,3619.54,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,0.046095,4.39015007019043,2.91073
Afghanistan,AFG,2003,South Asia,Low-income economies,67.63248,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,78.74012,3619.54,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,0.167851,4.39015007019043,2.91073
Afghanistan,AFG,2004,South Asia,Low-income economies,67.63248,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,78.74012,3619.54,2.236877,3.0823689,55.922085,0.85296386,14.64235,61.05476,14.448565,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,0.806423,4.39015007019043,2.91073
Afghanistan,AFG,2005,South Asia,Low-income economies,67.63248,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,78.74012,3619.54,2.236877,6.09498,55.922085,-1.97827,-9.35511,61.05476,14.5159,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,0.61631,4.39015007019043,2.91073
Afghanistan,AFG,2006,South Asia,Low-income economies,67.63248,36.605648,8.923634,26.232584,1.54947,19.138935,19.412596,26.193485,26.16923,52.9056,1405.32,4.46987,6.66054,97.3235,1.09204,3.54779,61.05476,10.9287,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,0.518005,4.39015007019043,2.91073
Afghanistan,AFG,2007,South Asia,Low-income economies,67.63248,20.0537,8.923634,5.29164,1.54947,4.95808,4.95808,8.72747,8.72747,59.414,1982.77,5.51765,6.45695,89.1814,-0.414094,-1.97005,61.05476,10.3768,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,1.11256,23.4889,2.91073
Afghanistan,AFG,2008,South Asia,Low-income economies,67.63248,24.0169,8.923634,7.8259,1.54947,7.1801,7.1801,11.9919,11.9919,60.2681,2412.85,4.12742,8.37729,92.7172,1.63396,15.25,61.05476,10.9062,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,0.611375,8.17114,2.91073
Afghanistan,AFG,2009,South Asia,Low-income economies,67.7259,23.9006,8.923634,7.93186,1.54947,7.63778,7.63778,26.193485,26.16923,75.5106,3339.36,4.63668,8.91479,73.077,0.955795,5.98443,61.05476,10.1923,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,0.844258,4.39015007019043,2.91073
Afghanistan,AFG,2010,South Asia,Low-income economies,73.9367,27.6605,3.67665,8.96329,1.54947,8.96184,8.96184,26.193485,26.16923,78.74012,4506.85,3.69097,1.49353,59.7412,0.836813,5.46697,61.05476,8.07564,0.5484,0.51747406,13.658699989318848,2.93113,23.5442,0.059603453,0.90993,28.129766,1.5294819,0.254631,0.550945,4.39015007019043,2.91073
Albania,ALB,1960,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Albania,ALB,1961,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Albania,ALB,1962,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Albania,ALB,1963,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Albania,ALB,1964,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Albania,ALB,1965,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Albania,ALB,1966,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Albania,ALB,1967,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Albania,ALB,1968,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Albania,ALB,1969,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Albania,ALB,1970,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Albania,ALB,1971,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Albania,ALB,1972,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Albania,ALB,1973,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Albania,ALB,1974,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Albania,ALB,1975,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Albania,ALB,1976,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Albania,ALB,1977,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
